universityId,name,category,facultyStrength,employmentOutlook,requiredSubjects,minScore,minRank
A335,园林,,,,,645,4628
A335,政治学与行政学,,,,,657,2338
A335,人文科学试验班,,,,,661,1830
A335,社会科学试验班(含数字金融双学士学位项目),,,,,662,1746
A335,理科试验班类(含商务大数据分析双学士学位项目),,,,,675,556
A335,工科试验班,,,,,674,612
A335,工科试验班(信息),,,,,675,524
A336,电子信息类(电子信息学院),,,,,608,19531
A336,网络工程,,,,,608,19642
A336,电子信息类(通信学院),,,,,607,20601
A336,自动化,,,,,606,21051
A336,机械设计制造及其自动化,,,,,601,24412
A336,车辆工程,,,,,594,29242
A336,材料科学与工程,,,,,590,32610
A336,管理科学与工程类,,,,,585,37921
A336,数学类,,,,,599,25974
A336,光电信息科学与工程,,,,,606,21122
A336,统计学,,,,,591,32349
A336,金融学,,,,,584,38377
A336,英语,,,,,578,44719
A336,人工智能,,,,,608,19998
A336,数字经济,,,,,582,40585
A336,计算机科学与技术,,,,,612,17325
A336,自动化(中外合作办学),,,,,592,31400
A336,计算机科学与技术(中外合作办学),,,,,604,22193
A337,化工与制药类(化学工程类),,,,,587,35427
A337,生物工程类,,,,,581,41697
A337,环境科学与工程类,,,,,572,51295
A337,材料类,,,,,587,35943
A337,食品科学与工程类,,,,,574,49346
A337,机械类,,,,,597,27320
A337,机器人工程,,,,,601,24172
A337,电气类,,,,,600,24789
A337,计算机类,,,,,605,21603
A337,土木类,,,,,570,53609
A337,能源与环境系统工程,,,,,585,37663
A337,新能源科学与工程,,,,,590,32812
A337,空间信息与数字技术,,,,,596,28259
A337,物理学类(物理与光电信息类),,,,,591,31719
A337,金融学,,,,,586,36887
A337,建筑学,,,,,573,50104
A337,土木工程(中外合作办学),,,,,534,111693
A337,药学类(2011计划创新实验区),,,,,582,40676
A338,纺织类,,,,,558,70703
A338,材料类,,,,,579,43745
A338,服装设计与工程,,,,,561,66624
A338,机械类,,,,,592,31595
A338,土木类,,,,,542,96271
A338,生物科学类,,,,,567,57873
A338,经济与贸易类,,,,,586,36265
A338,外国语言文学类,,,,,575,47876
A338,计算机类,,,,,600,25202
A338,国际经济与贸易(英文授课班),,,,,583,39133
A338,服装设计与工程(中外合作办学)(中美合作),,,,,525,129391
A340,海洋科学,,,,,550,82379
A340,智慧海洋技术,,,,,556,73707
A340,生物科学,,,,,533,113114
A340,水产养殖学,,,,,528,124446
A340,海洋资源与环境,,,,,540,100495
A340,海洋渔业科学与技术,,,,,538,104241
A340,水族科学与技术,,,,,526,128760
A340,食品科学与工程,,,,,556,73042
A340,药学,,,,,533,113831
A340,护理学,,,,,546,90399
A340,船舶与海洋工程,,,,,558,70888
A340,船舶与海洋工程(中外合作办学),,,,,518,145953
A340,轮机工程(船机修造方向),,,,,546,89806
A340,能源与动力工程,,,,,552,80013
A340,机械设计制造及其自动化,,,,,562,63881
A340,电气工程及其自动化,,,,,563,63527
A340,土木工程,,,,,509,166207
A340,港口航道与海岸工程,,,,,540,101333
A340,油气储运工程,,,,,544,92946
A340,海洋油气工程,,,,,541,98961
A340,化学工程与工艺,,,,,537,105508
A340,安全工程,,,,,539,102586
A340,数学与应用数学(师范类),,,,,543,95210
A341,农学,,,,,564,62007
A341,植物保护,,,,,564,62104
A341,林学,,,,,545,91872
A341,动物科学,,,,,542,96087
A341,动物医学,,,,,566,59480
A341,园艺,,,,,522,137443
A341,茶学,,,,,531,117004
A341,智慧农业,,,,,558,70931
A341,生物育种科学,,,,,548,86533
A341,生物技术,,,,,549,85142
A341,生态学,,,,,537,106754
A341,农业资源与环境,,,,,524,132436
A341,环境科学与工程,,,,,528,123671
A341,地理信息科学,,,,,580,42442
A341,测绘工程,,,,,540,100595
A341,木材科学与工程,,,,,528,123985
A341,家具设计与工程,,,,,509,165598
A341,应用化学,,,,,547,88305
A341,高分子材料与工程,,,,,546,90479
A341,园林,,,,,563,62531
A341,风景园林,,,,,560,66935
A341,城乡规划,,,,,565,60597
A341,建筑学,,,,,561,65481
A341,土木工程,,,,,519,143841
A341,金融工程,,,,,550,82100
A341,数字经济,,,,,544,92827
A341,法学,,,,,594,29401
A341,英语,,,,,567,57674
A341,兽医公共卫生,,,,,516,150385
A341,工业设计,,,,,550,82594
A341,应用统计学,,,,,568,56247
A341,数据科学与大数据技术,,,,,576,47121
A341,计算机科学与技术,,,,,587,36035
A341,智能科学与技术,,,,,570,53806
A341,机械设计制造及其自动化,,,,,566,59274
A341,电子信息工程,,,,,579,43940
A341,智能装备与系统,,,,,560,67011
A341,食品质量与安全,,,,,568,56891
A341,中药学,,,,,533,114619
A341,生物制药,,,,,559,69226
A341,设施农业科学与工程,,,,,532,115866
A341,林学(中外合作办学)(中加合作办学项目),,,,,507,169734
A343,眼视光医学(5+3一体化),,,,,628,9906
A343,临床医学(5+3一体化),,,,,627,10384
A343,临床医学(5+3一体化，儿科学方向),,,,,606,21023
A343,临床医学(检验医师培养试验班),,,,,613,16834
A343,眼视光医学,,,,,611,17846
A343,临床医学,,,,,616,15346
A343,基础医学(周健创新班),,,,,564,61412
A343,临床医学(中外合作办学),,,,,596,27710
A343,医学影像技术,,,,,574,49360
A343,康复治疗学,,,,,556,72867
A343,信息管理与信息系统,,,,,550,83344
A343,护理学,,,,,548,86751
A343,助产学,,,,,510,163285
A343,中药学,,,,,546,89846
A343,健康服务与管理,,,,,567,57789
A344,中医学(5+3一体化),,,,,623,11892
A344,中医学,,,,,594,29916
A344,中医骨伤科学,,,,,581,41811
A344,中西医临床医学,,,,,584,38678
A344,临床医学,,,,,590,33251
A344,针灸推拿学,,,,,592,31457
A344,中医康复学,,,,,581,41286
A344,康复治疗学,,,,,558,70522
A344,儿科学,,,,,582,41045
A344,预防医学,,,,,541,99467
A344,口腔医学,,,,,609,19379
A344,中药学,,,,,572,52218
A344,临床药学,,,,,596,27643
A344,药学,,,,,570,54312
A344,护理学,,,,,548,86642
A344,助产学,,,,,536,107182
A344,听力与言语康复学,,,,,545,91546
A344,医学检验技术,,,,,568,55971
A344,卫生检验与检疫,,,,,547,88246
A344,医学信息工程,,,,,577,45298
A344,计算机科学与技术,,,,,572,52034
A344,生物科学,,,,,555,74931
A344,医学实验技术,,,,,534,112129
A344,健康服务与管理,,,,,572,51507
A344,国际商务,,,,,571,52590
A345,工商管理类,,,,,594,29142
A345,经济与贸易类,,,,,578,44563
A345,法学,,,,,600,25402
A345,思想政治教育(师范类),,,,,594,29549
A345,教育技术学(师范类),,,,,557,71526
A345,小学教育(中外合作办学)(师范类),,,,,528,123771
A345,学前教育(师范类),,,,,563,63060
A345,特殊教育(师范类),,,,,571,52793
A345,历史学(师范类),,,,,591,32415
A345,英语(师范类),,,,,592,31206
A345,翻译(数智),,,,,585,37398
A345,日语,,,,,568,56327
A345,戏剧影视文学,,,,,551,80749
A345,数学与应用数学(师范类),,,,,587,35923
A345,计算机科学与技术(非师范),,,,,588,34761
A345,软件工程,,,,,588,35131
A345,智能医学工程,,,,,555,75473
A345,物理学(师范类),,,,,572,51272
A345,材料科学与工程,,,,,564,61396
A345,光电信息科学与工程,,,,,583,39982
A345,药学,,,,,551,80587
A345,生物科学(师范类),,,,,574,48973
A345,环境科学与工程,,,,,550,83150
A345,城乡规划,,,,,564,61344
A345,智能制造工程,,,,,571,53259
A346,金融工程,,,,,568,56263
A346,数字经济,,,,,563,62808
A346,电子商务(数字商务创新实验班),,,,,557,71442
A346,大数据管理与应用,,,,,569,55260
A346,应用心理学,,,,,558,69715
A346,教育技术学(师范类，经亨颐实验班),,,,,539,103094
A346,数据科学与大数据技术,,,,,584,38746
A346,物理学(师范类),,,,,565,59816
A346,化学类,,,,,564,61142
A346,生物科学类,,,,,550,82351
A346,计算机科学与技术,,,,,587,35840
A346,预防医学,,,,,544,93381
A346,护理学,,,,,542,96844
A346,临床医学,,,,,574,49316
A346,广播电视编导,,,,,549,84532
A347,国际经济与贸易,,,,,534,111516
A347,历史学(师范类),,,,,544,93023
A347,知识产权,,,,,549,84367
A347,数学与应用数学(师范类),,,,,500,188512
A347,物理学(师范类),,,,,498,192924
A347,科学教育(师范类),,,,,514,154851
A347,材料科学与工程,,,,,498,192840
A347,电气工程及其自动化,,,,,527,125329
A347,化学(师范类),,,,,499,190612
A347,临床医学,,,,,535,109461
A347,护理学,,,,,504,178734
A349,数学与应用数学(师范类),,,,,509,165144
A349,科学教育(师范类),,,,,485,223868
A349,学前教育(中外合作办学)(师范类),,,,,500,187125
A350,工商管理,,,,,526,127788
A350,金融学(小微金融),,,,,524,131456
A350,英语(师范类),,,,,529,121533
A350,商务英语,,,,,520,140306
A350,俄语,,,,,514,153989
A350,电子信息工程,,,,,522,137081
A350,网络空间安全,,,,,515,153124
A350,生物科学,,,,,499,188906
A350,化学工程与工艺,,,,,507,171778
A350,建筑学,,,,,511,160788
A350,临床医学,,,,,532,115910
A350,光电信息材料与器件,,,,,508,168785
A351,金融工程,,,,,555,75320
A351,法学,,,,,600,24989
A351,学前教育(师范类),,,,,559,69465
A351,教育技术学(师范类),,,,,528,124316
A351,英语(师范类),,,,,576,46607
A351,日语,,,,,557,71783
A351,材料科学与工程,,,,,555,75064
A351,应用化学,,,,,553,77710
A351,能源化学,,,,,566,59728
A351,环境工程,,,,,525,131096
A351,生物技术,,,,,553,77403
A351,生物科学(师范类),,,,,543,95654
A351,车辆工程,,,,,569,54844
A351,机械工程(中外合作办学),,,,,526,128994
A351,土木工程,,,,,511,160805
A351,城市地下空间工程,,,,,528,124215
A351,电气工程及其自动化(卓工超豪示范班),,,,,585,37865
A351,电子信息科学与技术,,,,,579,43876
A351,网络工程(卓工超豪示范班),,,,,575,47822
A352,机械设计制造及其自动化,,,,,524,131756
A352,计算机科学与技术,,,,,527,126324
A352,口腔医学,,,,,561,66587
A352,护理学,,,,,503,180322
A352,微电子科学与工程,,,,,514,154989
A353,经济学类,,,,,594,29181
A353,法学类,,,,,609,19017
A353,外国语言文学类,,,,,577,46180
A353,新闻传播学类,,,,,585,37692
A353,电子信息类,,,,,588,34375
A353,计算机类,,,,,593,30695
A353,环境科学与工程类,,,,,543,95088
A353,工商管理类(含营销、智能双学士学位项目),,,,,593,30355
A353,会计学,,,,,610,18343
A353,公共管理类,,,,,571,53126
A353,旅游管理类,,,,,564,62291
A353,哲学,,,,,577,45456
A353,经济统计学,,,,,582,40756
A353,金融学,,,,,595,28575
A353,金融工程,,,,,577,45689
A353,应用统计学,,,,,590,33267
A353,数据科学与大数据技术,,,,,588,34385
A353,给排水科学与工程,,,,,542,96312
A353,城乡规划,,,,,567,57334
A353,生物工程,,,,,560,68062
A354,护理学,,,,,541,98158
A354,工程管理,,,,,524,133089
A354,应用统计学,,,,,541,99484
A354,数学与应用数学,,,,,531,117305
A354,临床医学,,,,,554,76858
A354,药学,,,,,532,115734
A354,电气工程及其自动化,,,,,550,83597
A354,机械设计制造及其自动化,,,,,547,88148
A354,计算机科学与技术,,,,,547,87534
A354,网络工程,,,,,542,97259
A354,电子信息工程,,,,,550,82255
A354,生物工程,,,,,527,125050
A354,应用化学,,,,,534,111905
A354,高分子材料与工程,,,,,539,102660
A354,纺织工程,,,,,523,135042
A354,土木工程,,,,,506,173518
A354,建筑环境与能源应用工程,,,,,521,138897
A355,艺术学理论类,,,,,569,55189
A355,建筑学,,,,,585,37459
A355,风景园林,,,,,575,47831
A355,工业设计,,,,,585,37844
A355,艺术设计学,,,,,584,38384
A355,广播电视编导,,,,,568,56052
A356,自动化,,,,,590,33126
A356,电气工程及其自动化,,,,,590,32746
A356,机械设计制造及其自动化,,,,,585,37909
A356,机械电子工程,,,,,584,38256
A356,测控技术与仪器,,,,,590,33013
A356,智能感知工程,,,,,586,36533
A356,电子信息工程,,,,,590,33176
A356,通信工程,,,,,589,34056
A356,计算机科学与技术,,,,,591,32181
A356,人工智能,,,,,591,31768
A356,光电信息科学与工程,,,,,589,34128
A356,电子科学与技术,,,,,591,32527
A356,微电子科学与工程,,,,,590,32643
A356,材料科学与工程,,,,,574,49416
A356,应用化学,,,,,571,52419
A356,能源与动力工程,,,,,583,39369
A356,信息管理与信息系统,,,,,579,44055
A356,金融工程,,,,,568,57156
A356,数学与应用数学,,,,,583,39028
A356,数据科学与大数据技术,,,,,588,34994
A356,食品质量与安全,,,,,573,51029
A356,生物工程,,,,,576,46417
A356,药学,,,,,572,52075
A356,卫生检验与检疫,,,,,577,46083
A356,法学,,,,,598,26420
A356,知识产权,,,,,605,21647
A356,英语,,,,,585,37098
A356,工业设计,,,,,573,50977
A356,质量管理工程,,,,,582,40169
A356,标准化工程,,,,,578,44302
A357,数学类,,,,,599,25871
A357,量子信息科学,,,,,600,25148
A357,信息安全,,,,,606,20727
A357,计算机科学与技术,,,,,611,17973
A357,网络空间安全,,,,,605,21539
A357,智能科学与技术,,,,,604,22061
A357,电子信息工程,,,,,611,17699
A357,电子科学与技术,,,,,607,20619
A357,电气工程及其自动化,,,,,609,19284
A357,机械设计制造及其自动化,,,,,604,22628
A357,新能源汽车工程,,,,,601,24028
A357,机器人工程,,,,,603,22723
A357,集成电路设计与集成系统,,,,,606,20969
A357,经济统计学,,,,,595,28779
A357,汉语言文学,,,,,609,19157
A357,历史学,,,,,602,23832
A357,新闻传播学类,,,,,598,26434
A357,金融学,,,,,599,25443
A357,数字经济,,,,,594,29936
A357,会计学,,,,,607,20317
A357,工商管理,,,,,601,24127
A357,英语,,,,,601,24277
A357,法学,,,,,615,15856
A357,应用物理学(中外合作办学),,,,,574,48794
A357,应用统计学(中外合作办学),,,,,579,43210
A357,数字媒体技术(中外合作办学),,,,,580,43067
A358,理科试验班类,,,,,672,696
A358,工科试验班(航空航天、人形机器人、低碳能源技术及安全),,,,,673,661
A358,工科试验班(信息智能方向),,,,,674,621
A359,机械设计制造及其自动化,,,,,607,20501
A359,飞行器制造工程,,,,,605,21768
A359,智能制造工程,,,,,606,20673
A359,工业工程,,,,,599,25956
A359,电子信息材料,,,,,602,23774
A359,电气工程及其自动化,,,,,618,14303
A359,自动化,,,,,614,16273
A359,机器人工程,,,,,612,17367
A359,材料物理,,,,,597,27309
A359,计算机科学与技术,,,,,618,14127
A359,电子信息工程,,,,,616,15361
A359,信息安全,,,,,614,16195
A359,高分子材料与工程,,,,,597,27071
A359,数字经济,,,,,593,30414
A359,国际经济与贸易(中外合作办学),,,,,582,40544
A359,信息管理与信息系统,,,,,598,26564
A359,大数据管理与应用,,,,,609,19380
A359,测控技术与仪器,,,,,608,19450
A359,光电信息科学与工程,,,,,613,17029
A359,遥感科学与技术,,,,,600,25064
A359,数学与应用数学,,,,,602,23901
A359,信息与计算科学,,,,,601,24665
A359,统计学,,,,,599,25594
A359,电子科学与技术,,,,,615,15599
A359,微电子科学与工程,,,,,615,15757
A359,集成电路设计与集成系统,,,,,618,13981
A359,应用物理学,,,,,600,24900
A359,车辆工程,,,,,611,18034
A359,能源与动力工程,,,,,606,21309
A359,新能源科学与工程,,,,,605,21779
A359,材料科学与工程(创新实验班),,,,,601,24652
A359,智能感知工程(IC封测技术创新实验班),,,,,612,17400
A359,信息管理与信息系统(智能科学创新实验班),,,,,598,26276
A359,法学,,,,,609,18977
A360,材料成型及控制工程,,,,,529,122160
A360,冶金工程,,,,,516,150700
A360,经济学,,,,,551,81646
A360,经济统计学,,,,,545,91472
A360,材料科学与工程,,,,,527,126831
A360,测控技术与仪器,,,,,555,75182
A360,车辆工程,,,,,550,82200
A360,大数据管理与应用,,,,,545,91698
A360,电气工程及其自动化,,,,,574,49429
A360,电子信息工程,,,,,565,60671
A360,法学,,,,,571,52618
A360,高分子材料与工程,,,,,543,94472
A360,给排水科学与工程,,,,,508,168480
A360,工业工程,,,,,539,102887
A360,工业设计,,,,,537,105863
A360,光电信息科学与工程,,,,,555,75437
A360,国际经济与贸易,,,,,541,98362
A360,焊接技术与工程,,,,,539,101649
A360,行政管理,,,,,547,87889
A360,化学工程与工艺,,,,,538,104631
A360,化学生物学,,,,,511,162239
A360,环境工程,,,,,502,182137
A360,会计学,,,,,569,54757
A360,机器人工程,,,,,555,74196
A360,机械工程,,,,,554,76722
A360,机械设计制造及其自动化,,,,,559,68391
A360,集成电路设计与集成系统,,,,,560,68115
A360,计算机科学与技术,,,,,571,52769
A360,建筑环境与能源应用工程,,,,,497,193397
A360,金融学,,,,,558,69835
A360,金属材料工程,,,,,517,146938
A360,能源与动力工程,,,,,554,77094
A360,氢能科学与工程,,,,,548,86616
A360,人工智能,,,,,557,72450
A360,软件工程,,,,,563,63721
A360,数据科学与大数据技术,,,,,558,70771
A360,数学与应用数学,,,,,542,95966
A360,通信工程,,,,,558,70368
A360,土木工程,,,,,493,205003
A360,英语,,,,,529,121597
A360,微电子科学与工程,,,,,561,65351
A360,无机非金属材料工程,,,,,523,133591
A360,物联网工程,,,,,558,70385
A360,物流工程,,,,,522,135779
A360,新能源科学与工程,,,,,552,80124
A360,应用化学,,,,,543,94347
A360,资源循环科学与工程,,,,,502,182790
A360,自动化,,,,,566,59466
A360,智能建造,,,,,510,164303
A360,新能源汽车工程,,,,,551,81726
A360,新能源材料与器件,,,,,546,89270
A360,储能科学与工程,,,,,547,88376
A361,英语,,,,,538,103934
A361,金融学,,,,,551,80462
A361,网络与新媒体,,,,,556,73267
A361,数学与应用数学,,,,,547,88297
A361,信息与计算科学,,,,,556,73460
A361,应用物理学,,,,,531,117771
A361,应用化学,,,,,522,137567
A361,应用统计学,,,,,540,99859
A361,工程力学,,,,,523,135020
A361,机械设计制造及其自动化,,,,,564,61420
A361,机械电子工程,,,,,559,69139
A361,工业设计,,,,,538,104805
A361,过程装备与控制工程,,,,,530,120651
A361,车辆工程,,,,,549,85058
A361,智能制造工程,,,,,552,80438
A361,测控技术与仪器,,,,,547,88470
A361,无机非金属材料工程,,,,,520,141095
A361,高分子材料与工程,,,,,527,125389
A361,智能材料与结构,,,,,522,135776
A361,新能源科学与工程,,,,,547,88127
A361,电气工程及其自动化,,,,,576,47053
A361,光电信息科学与工程,,,,,552,80442
A361,集成电路设计与集成系统,,,,,557,72437
A361,人工智能,,,,,561,66349
A361,自动化,,,,,575,47742
A361,机器人工程,,,,,558,69864
A361,计算机科学与技术,,,,,581,41423
A361,软件工程,,,,,579,44194
A361,物联网工程,,,,,570,53957
A361,数字媒体技术,,,,,573,50911
A361,智能科学与技术,,,,,557,72578
A361,数据科学与大数据技术,,,,,563,63130
A361,区块链工程,,,,,553,78692
A361,土木工程,,,,,500,188170
A361,智能建造,,,,,512,158027
A361,水文与水资源工程,,,,,514,155184
A361,测绘工程,,,,,518,145381
A361,遥感科学与技术,,,,,536,107127
A361,化学工程与工艺,,,,,525,129357
A361,制药工程,,,,,526,127649
A361,地质工程,,,,,512,160126
A361,矿物加工工程,,,,,505,174625
A361,智能采矿工程,,,,,511,161557
A361,交通工程,,,,,531,117910
A361,弹药工程与爆炸技术,,,,,560,67142
A361,环境工程,,,,,507,170666
A361,建筑学,,,,,510,164324
A361,安全工程,,,,,526,128418
A361,应急技术与管理,,,,,513,156376
A361,职业卫生工程,,,,,507,171575
A361,消防工程,,,,,517,148114
A361,临床医学,,,,,568,56752
A361,预防医学,,,,,502,183763
A361,药学,,,,,536,107945
A361,医学检验技术,,,,,526,127129
A361,卫生检验与检疫,,,,,495,200188
A361,工程造价,,,,,520,140515
A361,电子商务,,,,,505,175847
A361,储能科学与工程,,,,,548,86347
A361,机械电子工程(中外合作办学),,,,,519,143446
A363,高分子材料与工程,,,,,509,166316
A363,材料成型及控制工程,,,,,517,147778
A363,纺织工程,,,,,492,207335
A363,生物工程,,,,,498,192523
A363,应用化学,,,,,506,171819
A363,生物制药,,,,,513,155957
A363,食品科学与工程,,,,,508,169353
A363,土木工程,,,,,493,203150
A363,服装设计与工程,,,,,512,158455
A364,农学,,,,,535,110328
A364,生物育种科学,,,,,517,146492
A364,植物保护,,,,,525,130657
A364,智慧农业,,,,,535,109338
A364,园艺,,,,,514,153587
A364,林学,,,,,515,151714
A364,城乡规划,,,,,534,112018
A364,园林,,,,,531,118018
A364,动物科学,,,,,514,154522
A364,茶学,,,,,537,105211
A364,食品科学与工程,,,,,532,116226
A364,食品卫生与营养学,,,,,517,148392
A364,生物科学,,,,,524,132286
A364,生物技术,,,,,523,133872
A364,生物制药,,,,,533,113447
A364,环境科学,,,,,506,173763
A364,农业资源与环境,,,,,510,164052
A364,机械设计制造及其自动化,,,,,553,78198
A364,农业机械化及其自动化,,,,,536,108226
A364,智能制造工程,,,,,547,87685
A364,木材科学与工程,,,,,507,171428
A364,应用化学,,,,,523,134855
A364,通信工程,,,,,553,78329
A364,计算机科学与技术,,,,,563,63686
A364,智能科学与技术,,,,,553,78547
A364,网络空间安全,,,,,552,80125
A364,数据科学与大数据技术,,,,,554,77100
A364,应用统计学,,,,,548,86518
A364,会计学,,,,,568,56584
A364,经济学,,,,,558,71032
A364,金融学,,,,,567,57415
A364,国际经济与贸易,,,,,556,72918
A364,农林经济管理,,,,,548,86202
A364,电子商务,,,,,545,91220
A364,法学,,,,,579,43604
A364,应用心理学,,,,,550,82720
A364,英语,,,,,551,80635
A364,车辆工程,,,,,537,106470
A366,临床医学,,,,,602,23472
A366,口腔医学,,,,,608,19594
A366,化学生物学,,,,,549,85132
A366,智能医学工程,,,,,585,37943
A366,生物医学工程,,,,,576,47393
A366,护理学,,,,,539,101837
A366,知识产权,,,,,584,38267
A366,法学,,,,,584,38166
A366,公共事业管理,,,,,551,80550
A366,医疗保险,,,,,553,77621
A366,运动康复,,,,,590,33305
A366,健康服务与管理(中外合作办学),,,,,526,127721
A367,制药工程,,,,,500,187763
A367,临床医学,,,,,567,58257
A367,药学,,,,,503,180650
A369,中医学,,,,,582,40375
A369,针灸推拿学,,,,,581,41508
A369,康复治疗学,,,,,522,137313
A369,中医康复学,,,,,564,61596
A369,中西医临床医学,,,,,531,116763
A369,医学检验技术,,,,,530,120456
A369,中药学,,,,,528,124784
A369,药物制剂,,,,,528,124783
A369,生物制药,,,,,527,126429
A369,中药制药,,,,,523,135638
A369,医学信息工程,,,,,523,135379
A369,生物医学工程,,,,,525,130339
A369,数据科学与大数据技术,,,,,525,129276
A369,人工智能,,,,,526,127712
A369,医疗保险,,,,,529,121105
A369,养老服务管理,,,,,551,81532
A369,护理学,,,,,521,138658
A369,汉语国际教育,,,,,535,109141
A370,汉语言文学(师范类),,,,,586,36445
A370,汉语国际教育,,,,,570,53730
A370,秘书学,,,,,561,65830
A370,思想政治教育(师范类),,,,,581,41135
A370,法学,,,,,592,31570
A370,社会学,,,,,551,81928
A370,社会工作,,,,,554,76036
A370,行政管理,,,,,556,74106
A370,经济学,,,,,567,57344
A370,数字经济,,,,,530,118812
A370,金融工程,,,,,538,104869
A370,会计学,,,,,577,46323
A370,财务管理,,,,,574,49832
A370,人力资源管理,,,,,557,71580
A370,供应链管理,,,,,548,86277
A370,历史学(师范类),,,,,579,43377
A370,世界史,,,,,569,54788
A370,教育学(师范类),,,,,572,51746
A370,教育技术学(师范类),,,,,512,158252
A370,学前教育(师范类),,,,,549,83889
A370,心理学(师范类),,,,,565,60106
A370,英语(师范类),,,,,573,50287
A370,俄语,,,,,544,92998
A370,法语,,,,,547,87723
A370,日语,,,,,543,94150
A370,葡萄牙语,,,,,538,103628
A370,数学与应用数学(师范类),,,,,560,67407
A370,统计学,,,,,553,77375
A370,人工智能,,,,,565,59989
A370,计算机科学与技术,,,,,573,50539
A370,软件工程,,,,,573,50689
A370,物联网工程,,,,,557,71234
A370,数据科学与大数据技术,,,,,563,63639
A370,网络空间安全,,,,,563,62660
A370,物理学(师范类),,,,,556,73895
A370,电子信息工程,,,,,571,52964
A370,通信工程,,,,,566,59038
A370,光电信息科学与工程,,,,,562,65193
A370,自动化,,,,,566,58814
A370,化学(师范类),,,,,545,92056
A370,应用化学,,,,,541,98027
A370,高分子材料与工程,,,,,527,125893
A370,新能源材料与器件,,,,,531,118480
A370,化学工程与工艺,,,,,546,90349
A370,地理科学(师范类),,,,,575,48171
A370,地理信息科学,,,,,557,71581
A370,城乡规划,,,,,514,154317
A370,土地资源管理,,,,,548,87007
A370,旅游管理,,,,,540,99555
A370,生物科学(师范类),,,,,542,96871
A370,生物技术,,,,,538,104615
A370,食品科学与工程,,,,,519,142538
A370,生物制药,,,,,522,135978
A370,生态学,,,,,500,187332
A370,环境工程,,,,,503,180633
A370,环境科学,,,,,503,180184
A370,新闻学,,,,,564,62264
A370,广告学,,,,,559,68556
A370,网络与新媒体,,,,,569,55151
A371,电子信息科学与技术,,,,,516,150787
A371,地理科学(师范类),,,,,535,110662
A371,应用化学,,,,,495,199861
A371,思想政治教育(师范类),,,,,547,87711
A372,物流管理,,,,,515,151506
A372,计算机类,,,,,524,133128
A372,法学,,,,,553,77637
A372,信息与计算科学(中外合作办学),,,,,455,298886
A372,外国语言文学类,,,,,528,123723
A372,生物科学类,,,,,477,244843
A373,经济学,,,,,571,52713
A373,会计学,,,,,568,56364
A373,人力资源管理,,,,,549,84059
A373,旅游管理,,,,,533,114473
A373,英语(师范类),,,,,559,68862
A373,日语,,,,,529,121264
A373,商务英语,,,,,537,105818
A373,历史学(师范类),,,,,570,54038
A373,文化遗产,,,,,553,77304
A373,教育技术学(师范类),,,,,525,130807
A373,电子商务,,,,,522,136266
A373,法学,,,,,574,48922
A373,思想政治教育(师范类),,,,,576,46874
A373,汉语言文学(师范类),,,,,574,49072
A373,新闻学,,,,,548,86108
A373,网络与新媒体,,,,,535,109548
A373,社会工作,,,,,533,113601
A373,数学与应用数学(师范类),,,,,531,117874
A373,统计学,,,,,539,103060
A373,物理学(师范类),,,,,517,148372
A373,材料物理,,,,,491,209827
A373,通信工程,,,,,530,119793
A373,化学(师范类),,,,,524,131580
A373,生物科学(师范类),,,,,490,212450
A373,环境科学,,,,,484,226761
A373,环境生态工程,,,,,477,243585
A373,应用心理学(师范类),,,,,502,182025
A375,国际经济与贸易,,,,,505,174663
A375,日语,,,,,502,181855
A375,食品科学与工程,,,,,472,257793
A375,烹饪与营养教育,,,,,472,257556
A375,旅游管理,,,,,504,178944
A375,功能材料,,,,,470,262441
A377,网络与新媒体,,,,,522,136180
A377,旅游管理,,,,,512,158523
A377,工商管理,,,,,521,138237
A377,国际经济与贸易,,,,,521,138547
A377,财务管理,,,,,540,100053
A377,审计学,,,,,541,97841
A377,英语,,,,,522,135816
A377,商务英语,,,,,519,142785
A377,小学教育(师范类),,,,,511,161222
A378,经济学类,,,,,562,64322
A378,数字经济,,,,,537,106992
A378,金融学,,,,,561,65360
A378,金融学类,,,,,555,74564
A378,金融工程,,,,,549,84730
A378,经济与贸易类,,,,,554,75796
A378,国际商务,,,,,541,98447
A378,工商管理类,,,,,550,83331
A378,物流管理,,,,,542,97485
A378,电子商务,,,,,541,98909
A378,旅游管理,,,,,530,119426
A378,供应链管理,,,,,539,102229
A378,计算机类,,,,,556,72771
A378,管理科学与工程类,,,,,527,125361
A378,电子信息类,,,,,552,80301
A378,智能科学与技术,,,,,549,85203
A378,会计学,,,,,586,36343
A378,财务管理,,,,,580,42293
A378,审计学,,,,,581,41289
A378,资产评估,,,,,561,65934
A378,财政学类,,,,,572,51566
A378,公共管理类,,,,,540,99798
A378,法学,,,,,582,41028
A378,经济统计学,,,,,547,88037
A378,应用统计学,,,,,546,90293
A378,数据科学与大数据技术,,,,,550,83472
A378,数据计算及应用,,,,,534,111743
A378,日语,,,,,532,115429
A379,化学工程与工艺,,,,,476,247740
A379,过程装备与控制工程,,,,,480,237024
A379,地理科学(师范类),,,,,515,151637
A379,环境工程,,,,,473,254644
A379,食品科学与工程,,,,,473,253380
A379,汉语言文学(师范类),,,,,527,126609
A379,计算机科学与技术,,,,,498,192988
A379,地质工程,,,,,472,257182
A380,生物工程,,,,,476,247282
A380,生物制药,,,,,479,239472
